dest_ip,protocol,port,size,priority
40.123.172.9,6,17770,919,5
229.151.178.37,17,53,222,9
33.211.184.242,6,443,367,8
240.20.107.55,17,53,743,9
82.129.142.192,17,58784,1426,5
70.5.43.240,6,80,846,8
246.5.170.156,17,53,923,9
87.23.135.104,17,53,1076,9
190.38.71.18,17,2900,528,5
212.197.190.79,6,443,126,8
16.1.60.69,17,45287,748,5
46.4.71.167,6,80,805,8
217.102.205.78,6,443,801,8
38.115.109.35,6,80,350,8
160.61.111.105,17,10268,947,5
229.167.245.11,17,53,341,9
84.152.228.111,17,54408,628,5
196.125.162.240,17,53,1343,9
69.174.148.0,6,80,960,8
235.37.146.185,17,17416,909,5
4.67.183.102,17,19002,184,5
58.221.14.37,6,10356,901,5
169.244.37.194,6,80,413,8
62.0.216.111,6,80,1032,8
31.162.232.252,17,53,1029,9
154.194.148.134,6,80,536,8
226.24.215.145,6,22009,531,5
148.34.141.117,6,80,597,8
234.154.81.2,6,3867,892,5
208.123.145.147,6,26771,516,5
19.58.18.31,6,80,915,8
220.179.222.191,6,58679,805,5
202.62.160.61,6,80,1341,8
131.18.4.255,6,80,242,8
219.173.178.139,6,7898,1207,5
162.154.214.106,6,80,1416,8
223.181.255.134,6,80,842,8
38.9.212.144,6,443,281,8
237.143.117.186,6,33601,1345,5
135.233.77.184,17,53,1296,9
58.99.216.104,17,53,327,9
55.142.4.90,6,80,1159,8
98.3.135.65,6,80,625,8
220.140.69.107,17,46034,1461,5
104.140.229.102,6,80,103,8
254.78.30.130,6,36776,88,5
206.55.98.109,17,62517,1284,5
207.142.131.254,6,443,93,8
173.229.120.107,17,53,830,9
121.53.107.174,6,51251,1024,5
248.239.116.24,17,26304,733,5
222.246.34.26,6,40955,959,5
221.233.87.199,6,80,257,8
106.193.68.51,6,80,123,8
136.126.232.131,17,49459,525,5
160.96.23.228,6,80,337,8
80.135.122.36,17,53009,364,5
47.136.175.191,6,20732,887,5
163.175.92.229,6,39723,699,5
51.221.136.230,17,53,665,9
29.227.169.160,17,56867,526,5
230.39.62.147,17,53,1156,9
193.217.161.243,17,53,599,9
141.180.180.145,17,30943,961,5
84.196.50.28,6,443,1467,8
252.34.185.199,17,50515,1491,5
64.115.177.100,17,29271,1295,5
93.146.240.131,17,53,1349,9
134.250.254.120,6,80,1033,8
120.195.27.0,17,23927,1233,5
67.18.39.236,6,2346,988,5
101.142.203.42,6,17847,1140,5
111.101.222.246,6,80,915,8
234.66.203.81,17,7917,117,5
181.102.61.98,6,443,1023,8
136.67.76.181,17,25167,1151,5
248.73.83.219,17,47656,719,5
76.154.54.13,17,53,1488,9
114.93.243.255,6,55275,1385,5
33.31.44.130,17,53,419,9
160.50.97.195,6,443,932,8
80.59.95.63,17,50247,801,5
233.75.85.116,6,443,1293,8
142.49.170.94,6,443,748,8
154.171.92.60,17,3619,382,5
26.76.13.35,17,53,1258,9
181.151.211.65,17,47709,845,5
101.104.239.141,17,2653,800,5
167.163.148.70,6,80,1354,8
21.11.7.10,17,53,714,9
67.105.119.202,17,30090,1053,5
209.172.132.49,17,53,406,9
99.63.162.37,17,34657,763,5
73.65.131.28,6,80,1476,8
152.245.234.25,6,51421,70,5
238.110.129.39,6,80,1030,8
118.27.190.2,17,53,952,9
52.105.243.137,6,443,974,8
217.166.245.129,6,80,859,8
217.238.91.105,17,53,1311,9
58.14.92.184,6,80,591,8
209.149.134.128,17,36382,801,5
227.29.46.36,6,80,888,8
238.206.101.235,6,11818,765,5
157.129.242.230,17,47022,914,5
7.75.37.237,6,17170,202,5
162.24.33.178,6,59040,613,5
57.237.235.122,6,26113,140,5
153.130.175.59,6,443,1214,8
179.117.199.162,6,443,481,8
183.137.116.187,6,443,1091,8
160.124.114.57,17,45114,1143,5
238.190.80.142,17,53,947,9
131.1.22.246,6,443,1381,8
225.245.101.113,6,80,803,8
29.152.50.225,17,21484,490,5
39.72.67.62,6,3011,395,5
155.100.164.181,6,443,1478,8
55.164.70.81,6,80,1276,8
235.22.121.244,17,53,835,9
131.213.3.99,17,53,1216,9
222.19.134.221,17,36604,411,5
53.237.142.242,17,53,669,9
30.22.28.178,6,64249,1018,5
42.217.91.196,6,80,232,8
154.34.10.244,17,53,1362,9
225.60.130.214,6,31235,626,5
3.135.23.67,17,31161,401,5
115.81.238.231,6,29475,866,5
175.142.30.183,6,31163,886,5
251.6.2.114,6,80,94,8
134.126.5.59,6,40966,1458,5
204.44.158.8,17,51531,191,5
142.58.51.0,17,35399,1423,5
79.69.123.81,17,53,276,9
219.198.212.169,17,53,985,9
65.126.158.203,6,80,918,8
117.131.208.204,17,53,625,9
56.159.65.196,17,53,1342,9
98.143.23.234,6,80,134,8
90.110.189.33,6,80,350,8
3.52.159.129,6,80,1093,8
115.4.16.155,17,53,695,9
35.165.223.247,6,12535,893,5
39.151.122.39,17,61659,1476,5
137.236.146.220,6,80,357,8
42.63.154.255,6,80,582,8
112.187.177.20,17,53,212,9
109.57.179.38,17,53,1361,9
52.187.202.160,17,10520,912,5
217.185.140.250,17,21363,135,5
232.3.244.74,17,53,1330,9
214.169.184.153,17,5167,968,5
145.230.74.144,17,53,1295,9
102.252.228.49,17,53,580,9
101.167.220.55,6,443,908,8
227.47.140.249,6,1180,1245,5
139.7.84.67,17,53,64,9
253.16.195.243,6,80,199,8
24.49.51.55,6,80,455,8
51.207.121.186,17,1951,428,5
67.190.100.79,17,53,243,9
255.156.120.5,6,43473,228,5
186.28.242.179,6,40864,169,5
23.113.73.10,6,443,691,8
168.103.36.128,6,80,879,8
204.95.216.215,6,443,1423,8
89.250.221.173,17,7672,1230,5
66.234.87.168,17,53,1299,9
30.76.76.72,17,60896,985,5
223.119.144.195,17,63042,82,5
191.214.39.126,17,53,1127,9
174.165.69.125,17,7884,1246,5
181.32.18.136,17,4252,566,5
240.30.156.7,17,53,1473,9
202.14.142.34,6,443,1421,8
24.71.236.157,6,80,223,8
176.117.203.222,6,58599,1471,5
186.3.52.117,6,443,1430,8
148.82.133.236,17,52077,1126,5
236.251.190.217,17,53,1070,9
181.178.47.69,17,53,1492,9
66.12.224.91,6,3302,393,5
63.42.156.73,6,49161,1084,5
26.186.10.252,6,80,112,8
104.253.45.95,17,11778,837,5
100.213.32.67,17,53,1003,9
147.129.225.90,17,38661,300,5
45.97.79.156,17,2893,656,5
102.85.244.248,6,80,197,8
126.12.4.227,6,9626,1098,5
124.245.43.204,17,33718,1351,5
145.101.145.30,6,80,1044,8
143.26.149.196,17,53,1452,9
18.104.53.143,6,80,1362,8
79.0.78.34,6,80,590,8
124.75.115.54,6,53390,952,5
88.150.120.136,17,53,669,9
76.59.81.158,6,443,937,8
33.89.218.115,17,40308,286,5
155.95.231.62,17,53,214,9
103.242.99.134,17,53,272,9
7.14.185.53,17,51660,1333,5
24.14.222.55,17,61212,1234,5
20.253.202.150,17,53,292,9
156.27.43.63,17,53,569,9
85.149.125.95,6,8591,1353,5
0.14.150.172,6,443,296,8
72.118.139.146,6,80,1020,8
191.215.157.95,17,53,336,9
64.73.6.0,17,17256,92,5
158.84.89.197,17,20397,695,5
194.21.130.31,6,80,624,8
3.68.166.131,6,443,1427,8
243.101.18.48,17,48913,943,5
239.11.126.102,6,80,1354,8
155.8.155.177,17,53,635,9
244.170.18.40,17,53,1240,9
231.222.83.213,17,53,1100,9
6.217.210.207,6,80,1295,8
97.130.2.206,17,53,1401,9
170.147.19.218,6,80,744,8
99.25.71.182,6,17858,1139,5
172.243.27.77,6,443,259,8
30.64.124.35,17,53,686,9
205.11.241.141,6,443,1149,8
194.253.41.156,17,53,1112,9
117.68.6.119,17,53,370,9
110.174.98.156,17,53,172,9
44.103.73.75,6,443,1437,8
204.102.121.145,17,10936,613,5
251.243.35.216,6,443,1312,8
165.70.81.37,6,80,594,8
174.153.33.219,6,443,867,8
158.57.88.34,17,53,325,9
224.94.157.47,17,53,893,9
119.135.23.211,6,443,1124,8
30.88.246.230,17,2396,1284,5
174.105.14.43,17,9894,1194,5
158.91.7.91,17,53,466,9
127.199.121.190,6,41057,99,5
105.232.209.211,17,53,967,9
150.19.187.99,6,443,637,8
130.10.190.117,17,13476,1462,5
140.224.67.231,17,53,1208,9
193.27.108.225,17,44526,1496,5
154.222.4.222,6,61361,1055,5
247.221.177.195,17,14921,703,5
218.251.22.167,17,38901,642,5
70.24.49.105,6,80,220,8
226.58.177.69,17,53,606,9
13.18.74.138,17,53,1045,9
97.247.61.35,17,27115,1189,5
38.127.89.188,17,53,1016,9
223.223.138.103,17,17094,608,5
152.50.252.220,6,443,1152,8
204.106.62.223,6,41147,136,5
188.64.5.110,17,53,681,9
132.171.139.227,17,14677,434,5
99.34.141.178,6,443,1458,8
158.120.32.158,17,19683,1078,5
162.13.39.230,6,80,797,8
248.242.72.161,17,42724,691,5
190.156.229.164,6,80,1241,8
89.79.147.85,17,43828,594,5
61.21.196.178,17,65442,1437,5
218.138.9.76,6,30796,456,5
232.57.78.3,17,53,972,9
221.16.150.179,17,18932,1091,5
165.212.140.101,17,53,144,9
33.52.146.139,6,58544,1220,5
93.82.207.213,6,40392,907,5
113.83.181.122,17,38279,132,5
165.191.130.216,17,53,196,9
101.251.43.62,17,34625,732,5
224.229.11.196,6,29439,467,5
66.58.12.137,17,53,382,9
224.165.194.20,6,443,1011,8
60.173.144.124,6,443,1102,8
89.114.31.141,6,443,949,8
241.29.4.74,17,53,867,9
1.221.217.16,6,36848,334,5
55.70.5.119,6,443,314,8
48.64.207.119,17,34930,394,5
30.241.12.205,17,53,1425,9
97.56.236.253,17,57442,1154,5
134.93.85.137,6,49954,133,5
199.226.183.184,6,80,125,8
121.135.40.13,17,16824,1053,5
117.102.174.184,6,54608,645,5
70.91.174.24,6,80,884,8
90.12.42.172,6,29657,406,5
98.230.30.100,17,18992,625,5
7.129.32.210,6,80,328,8
26.117.201.40,17,63285,1132,5
225.38.225.154,17,53,586,9
104.89.54.239,6,51793,359,5
132.59.0.67,17,49138,981,5
148.216.83.227,6,80,338,8
52.186.206.190,6,3977,555,5
228.14.235.103,6,443,140,8
236.173.176.39,17,23646,221,5
119.159.154.123,17,53,1245,9
165.208.230.74,6,443,706,8
230.155.48.62,6,443,1405,8
221.31.247.26,17,53,1192,9
190.221.122.96,17,53,587,9
63.101.86.86,17,12620,506,5
243.158.230.36,6,64362,312,5
231.71.30.160,6,80,1398,8
158.140.124.75,17,7382,1338,5
67.179.104.197,6,45078,1271,5
147.88.76.34,17,53,914,9
17.223.114.210,6,80,1047,8
224.139.80.183,6,80,769,8
5.105.249.172,17,37752,983,5
160.215.78.116,17,53,669,9
111.171.128.17,17,53,1011,9
136.135.167.133,6,80,173,8
152.168.184.207,6,80,1131,8
29.111.162.228,17,15682,1187,5
132.139.39.19,17,53,936,9
118.35.206.99,17,53,182,9
120.38.47.116,6,14275,591,5
132.179.223.85,17,64305,422,5
254.239.178.25,6,80,341,8
5.143.246.110,6,443,1187,8
22.82.106.89,6,443,231,8
64.105.150.160,6,443,1098,8
227.178.195.171,17,5041,473,5
167.193.202.83,17,53,1130,9
242.76.137.131,6,31446,1034,5
87.101.144.42,6,62918,527,5
233.73.245.122,17,53,866,9
175.174.154.36,17,21701,1276,5
104.238.214.141,17,21814,879,5
119.163.188.186,6,443,1240,8
185.232.48.85,6,80,718,8
120.106.63.9,6,50521,1105,5
120.111.26.18,17,53,1060,9
123.27.77.169,17,53,615,9
241.60.186.69,6,443,86,8
241.2.48.172,6,80,1022,8
153.134.223.16,17,50331,153,5
184.1.238.8,6,443,952,8
236.37.15.232,6,443,613,8
220.217.154.142,17,37088,1495,5
145.234.143.73,17,53,268,9
32.155.182.147,6,443,1130,8
125.242.174.44,6,443,1021,8
64.232.227.188,17,53,612,9
247.35.247.143,6,55052,728,5
233.210.250.18,6,443,1077,8
127.139.246.43,17,53,879,9
114.38.32.110,17,46912,581,5
2.255.71.249,17,9215,1181,5
148.42.230.208,6,443,596,8
194.44.180.104,17,53,1114,9
192.251.93.112,6,443,588,8
93.5.128.87,17,53,1310,9
226.238.60.118,17,53,157,9
209.148.89.49,17,38828,806,5
68.111.157.212,6,33544,839,5
126.247.26.16,6,443,781,8
247.50.188.133,6,80,435,8
135.24.5.163,17,53,422,9
77.39.241.25,17,59734,742,5
248.15.106.129,6,45623,1023,5
206.55.65.41,17,53,331,9
58.94.20.43,17,53,554,9
196.206.29.25,17,53,1043,9
118.98.122.24,6,80,278,8
221.182.180.168,17,32993,900,5
168.241.113.213,17,20634,434,5
33.25.142.126,6,80,489,8
2.136.53.214,6,443,395,8
129.140.127.113,17,14865,1025,5
201.47.27.177,6,80,233,8
65.158.196.62,6,56720,74,5
21.44.74.173,17,53,787,9
132.238.13.200,17,40603,951,5
55.50.90.127,6,43743,190,5
160.40.105.8,6,14639,644,5
227.48.227.225,6,443,744,8
111.138.240.111,6,80,1382,8
211.41.74.113,17,60745,458,5
39.142.76.252,17,5649,1378,5
199.255.53.33,17,53,702,9
92.146.4.89,17,53,1039,9
102.246.239.168,6,443,464,8
50.34.39.73,17,52198,1444,5
228.59.127.204,17,11970,1346,5
233.6.112.93,17,40075,888,5
246.222.31.92,17,53,1014,9
90.69.148.207,17,53,553,9
248.19.221.186,6,443,482,8
250.125.27.215,6,443,1037,8
7.131.150.85,17,50897,257,5
151.217.229.196,6,16965,256,5
205.161.133.165,6,80,783,8
118.129.89.80,17,51154,379,5
236.164.234.222,17,16441,1206,5
6.151.242.62,6,443,683,8
155.248.84.104,17,53,881,9
55.10.92.87,17,53,286,9
235.223.234.122,6,80,552,8
1.30.254.30,17,53,442,9
74.206.6.217,17,33758,226,5
51.82.133.81,6,443,1081,8
136.29.126.207,6,80,330,8
179.36.255.200,6,25054,677,5
132.101.213.118,6,80,714,8
14.51.13.129,17,53,1096,9
177.112.50.181,17,20509,363,5
145.13.181.229,6,443,969,8
245.242.205.168,6,80,1322,8
114.194.247.146,17,53,686,9
91.225.228.80,17,10667,120,5
38.126.13.218,17,54251,1234,5
174.14.134.20,17,46808,1452,5
212.114.45.129,6,443,464,8
40.36.247.30,6,443,385,8
173.177.154.155,6,80,1404,8
222.206.150.151,6,443,388,8
244.233.149.114,6,443,375,8
129.35.49.220,17,53,1170,9
92.194.21.170,17,53,525,9
165.130.107.61,17,16131,776,5
175.128.239.43,17,53,563,9
20.74.195.118,17,2781,1394,5
231.191.92.176,6,29948,1147,5
151.124.214.170,17,53,600,9
62.97.180.141,6,443,278,8
77.167.32.81,17,53,270,9
116.23.112.3,6,443,662,8
204.152.216.76,17,16915,1437,5
141.237.149.230,6,80,1279,8
146.117.181.184,17,53,148,9
167.135.56.234,6,60762,1412,5
73.193.94.185,17,53,83,9
182.59.127.200,17,53,602,9
10.131.162.58,6,80,489,8
234.222.1.99,17,13416,91,5
6.217.226.238,17,62666,126,5
238.38.226.188,6,80,790,8
53.216.49.16,17,53,221,9
220.102.189.193,17,53,443,9
39.13.21.190,6,443,952,8
84.105.137.207,6,80,274,8
214.27.248.57,6,80,359,8
160.169.112.4,17,53,93,9
239.11.170.52,6,53075,574,5
69.129.163.207,6,443,900,8
46.15.55.3,6,443,1483,8
181.66.17.164,17,12263,1306,5
32.78.14.47,6,80,1233,8
131.170.27.167,6,443,429,8
207.185.62.97,17,53,787,9
9.221.151.174,17,53,1172,9
126.83.97.240,6,443,489,8
181.240.24.228,17,53,1329,9
223.201.85.13,17,48360,549,5
228.136.119.86,17,27135,1156,5
213.6.83.169,6,443,1194,8
188.185.230.56,17,10058,296,5
228.130.47.122,17,38121,707,5
111.182.101.82,6,443,1269,8
33.240.58.65,6,443,1448,8
216.111.177.146,6,59527,1202,5
30.14.196.233,17,18132,995,5
84.115.207.66,6,443,830,8
150.12.46.84,17,8749,318,5
115.77.158.213,17,50223,1116,5
114.94.78.69,17,53,1218,9
202.142.93.28,17,34487,118,5
96.39.151.41,17,54126,1208,5
39.45.219.196,6,39634,1377,5
123.144.158.143,6,80,144,8
92.70.62.225,6,443,228,8
206.38.32.255,6,65437,584,5
241.33.67.78,6,443,343,8
209.41.66.249,17,36019,483,5
242.204.173.33,6,443,72,8
51.179.137.99,6,33066,1439,5
26.108.142.252,6,60511,801,5
12.167.35.38,17,53,1047,9
86.199.181.162,6,38534,1405,5
245.219.156.240,17,53,146,9
74.47.174.84,17,53,1141,9
246.163.20.221,17,53,432,9
31.126.162.27,6,14022,392,5
169.223.49.85,17,19565,142,5
52.27.5.187,6,80,403,8
195.168.127.198,17,29672,568,5
156.221.239.66,6,45808,712,5
194.53.106.248,6,58513,573,5
148.157.143.111,17,24925,277,5
183.176.168.228,6,80,1032,8
75.48.32.151,6,15931,1205,5
20.87.87.13,17,47430,645,5
22.187.59.84,17,53,209,9
233.36.203.107,17,53,290,9
174.52.194.78,6,80,863,8
143.36.207.71,6,443,480,8
196.21.222.196,17,39471,738,5
59.68.121.139,17,53,617,9
174.18.139.93,17,33221,1049,5
173.225.38.107,6,58887,178,5
250.193.189.233,6,443,687,8
8.141.175.61,6,443,1207,8
20.10.21.233,17,38990,727,5
27.167.166.17,17,53,484,9
215.90.33.62,17,28636,591,5
44.87.151.151,6,443,297,8
41.105.83.159,6,443,230,8
72.248.21.162,17,53,219,9
181.74.34.192,6,80,1459,8
187.203.24.32,6,80,437,8
181.38.63.73,17,49477,489,5
110.245.53.123,6,15895,628,5
10.229.136.169,6,443,1367,8
232.222.161.61,6,443,1044,8
227.180.140.205,17,28182,720,5
162.227.88.89,6,1848,196,5
132.205.116.15,17,53,1369,9
76.18.76.48,17,53,1334,9
193.132.10.8,17,53,1313,9
197.222.102.214,17,53,298,9
110.169.179.61,17,53,1384,9
225.200.204.62,17,7302,974,5
205.236.40.209,6,80,1438,8
189.56.209.162,6,4741,641,5
139.46.116.167,17,53,666,9
179.9.57.86,17,53,603,9
47.131.25.248,6,80,1446,8
196.19.166.89,17,28428,895,5
111.89.218.129,6,80,951,8
123.17.109.24,17,53215,792,5
208.240.167.28,17,53,69,9
78.148.138.240,17,50730,698,5
217.37.112.235,17,53,1420,9
65.245.210.51,6,80,477,8
210.7.195.113,6,37788,255,5
104.14.24.102,6,80,1393,8
121.112.105.50,6,443,1039,8
77.102.252.210,17,53,759,9
43.52.42.117,6,443,121,8
22.155.159.3,6,36465,673,5
65.218.187.220,6,53263,1271,5
85.191.230.223,17,53,793,9
83.184.169.93,17,53,1376,9
206.222.189.34,6,80,139,8
103.67.155.152,17,53,838,9
167.81.247.217,17,53,1067,9
71.118.74.198,6,80,881,8
241.9.80.142,6,40014,925,5
160.105.51.250,17,53,236,9
96.2.14.89,17,14733,778,5
150.210.135.95,17,53,578,9
99.246.7.156,17,63100,1303,5
229.186.84.231,17,2036,731,5
137.171.150.187,17,53,1117,9
214.251.247.59,6,33708,1133,5
202.105.101.38,6,31083,135,5
34.235.68.119,17,53,445,9
125.154.238.245,6,80,456,8
13.109.135.75,6,14483,779,5
119.187.222.108,6,52054,383,5
58.251.190.76,6,48113,721,5
198.6.148.193,17,53,564,9
182.89.50.200,6,80,1132,8
105.230.133.132,17,53,1121,9
235.127.182.248,6,80,1184,8
246.178.128.214,6,26106,1187,5
62.158.153.140,6,443,68,8
237.161.73.219,17,54572,1393,5
201.135.124.56,17,48860,397,5
227.180.133.118,6,15395,928,5
251.28.31.180,6,443,858,8
173.79.246.88,6,443,520,8
90.65.124.69,6,32176,619,5
188.25.70.131,6,18003,647,5
234.163.240.37,6,443,1209,8
108.162.36.61,6,443,1089,8
163.159.45.138,17,53,917,9
67.147.98.102,6,48132,105,5
247.214.101.228,17,53,1211,9
234.93.115.106,17,57535,806,5
42.101.86.251,17,53,940,9
9.82.226.107,6,37249,396,5
105.60.252.255,6,80,1229,8
111.52.98.59,6,443,834,8
64.209.96.24,17,53,793,9
10.212.228.58,17,14127,461,5
74.181.251.135,17,53,437,9
110.105.68.211,17,53,1246,9
64.3.238.172,6,443,260,8
183.33.194.44,6,43117,936,5
221.142.182.99,6,80,941,8
35.37.79.40,17,13742,1356,5
63.227.47.31,17,12054,902,5
147.14.109.5,17,53,846,9
135.22.31.12,6,80,487,8
168.75.46.73,17,53,334,9
205.241.133.17,6,12938,1308,5
104.170.65.203,6,1189,1479,5
160.153.250.93,17,53,882,9
60.69.76.214,17,40483,384,5
81.203.12.63,17,36635,1015,5
139.29.197.251,6,80,1232,8
160.59.128.234,6,443,732,8
253.39.244.157,6,80,513,8
233.149.189.103,17,53,300,9
213.60.149.40,17,53,1359,9
237.219.91.229,17,6621,806,5
230.39.170.247,6,80,773,8
254.191.22.117,17,7716,1255,5
183.119.82.231,17,53,1067,9
199.135.197.56,17,53,958,9
32.252.192.226,17,50417,1088,5
24.133.153.86,6,11711,1371,5
102.247.89.47,6,2242,1347,5
248.117.125.195,6,57489,320,5
125.182.120.217,6,443,1187,8
9.196.223.233,6,80,819,8
38.174.147.62,17,53,553,9
154.103.79.23,17,14368,240,5
135.91.210.141,17,54032,1294,5
89.125.136.126,6,80,1224,8
104.11.190.118,17,27950,839,5
5.91.164.103,17,25069,1021,5
216.229.7.86,6,443,374,8
121.27.223.53,17,44176,1298,5
180.10.216.119,6,59710,1107,5
158.212.239.86,6,80,825,8
74.56.248.167,17,53,1056,9
210.86.105.237,6,80,815,8
11.116.141.202,6,46426,806,5
123.230.29.24,17,24659,508,5
93.196.141.64,17,58514,914,5
56.136.1.171,6,80,353,8
109.152.102.218,6,443,374,8
192.76.183.191,17,31452,315,5
250.117.170.196,6,80,1030,8
27.214.13.229,17,53,1316,9
116.173.161.72,17,53,867,9
239.148.174.216,17,46228,1410,5
210.183.20.146,6,39367,674,5
28.56.26.195,17,39979,689,5
255.147.96.47,6,80,855,8
213.153.116.225,17,53,1214,9
11.49.179.242,17,30941,201,5
62.238.168.109,17,53,1087,9
156.14.8.110,6,80,179,8
113.135.59.15,6,29080,347,5
22.68.226.143,17,10364,1363,5
105.236.175.34,17,53,1355,9
105.70.153.252,6,80,882,8
11.17.127.114,17,32874,1497,5
56.190.244.196,6,80,1057,8
102.214.55.116,6,443,176,8
231.130.13.56,17,58786,560,5
247.208.70.208,6,443,120,8
5.172.249.240,17,53,80,9
195.73.38.63,6,443,575,8
64.35.212.68,6,443,153,8
83.107.198.20,6,443,407,8
86.159.141.237,6,80,89,8
107.197.195.173,17,53,97,9
240.175.105.13,17,5059,848,5
228.237.101.239,17,53,549,9
172.168.229.164,6,443,813,8
228.66.252.158,6,35627,812,5
191.84.239.5,6,80,342,8
36.219.112.196,17,53,1495,9
185.89.150.34,17,33260,348,5
28.220.45.8,6,443,70,8
245.205.85.63,6,80,850,8
236.93.154.36,17,53,1331,9
140.195.145.128,6,60614,1217,5
10.170.214.174,17,53,716,9
148.60.113.179,17,46444,1431,5
81.183.137.100,6,80,849,8
244.249.135.127,17,53,153,9
197.201.52.146,17,23912,350,5
248.178.87.17,17,12676,869,5
133.197.214.192,6,443,169,8
217.113.194.219,17,53,624,9
61.173.116.125,6,31447,778,5
205.175.189.233,17,53,870,9
235.70.109.7,17,53,67,9
221.115.49.181,6,80,897,8
222.225.135.133,6,80,715,8
84.178.100.146,17,53,460,9
209.84.192.213,6,37114,634,5
229.121.116.20,6,18473,1075,5
148.233.23.56,6,80,1216,8
48.55.104.161,6,41378,111,5
220.85.237.199,17,25576,665,5
58.41.235.71,6,443,385,8
37.221.37.36,17,13164,1277,5
45.56.30.180,17,53,1168,9
174.243.146.194,6,13057,698,5
6.72.229.217,6,27548,131,5
184.130.176.1,6,80,695,8
77.249.108.187,6,80,1353,8
16.150.74.92,17,58102,1343,5
181.200.198.225,17,53052,143,5
80.233.127.150,6,80,862,8
56.170.227.210,17,53,505,9
72.208.157.16,17,53,1343,9
198.82.11.117,17,35689,1499,5
185.49.17.202,17,24582,497,5
106.169.106.239,6,80,1415,8
195.146.107.207,17,53,414,9
1.170.217.51,17,55211,1296,5
197.177.234.195,6,443,434,8
179.44.210.7,17,53,1390,9
49.137.185.224,6,80,1473,8
13.141.41.68,6,80,236,8
72.36.151.177,17,64071,1405,5
253.168.153.56,17,53,255,9
59.184.182.141,17,49082,964,5
237.215.239.45,17,52717,101,5
165.146.11.1,17,35353,119,5
118.97.75.129,17,53,1264,9
191.39.34.161,17,53,1350,9
112.218.163.23,6,80,553,8
47.22.112.192,17,44140,1283,5
190.174.126.44,17,53,1490,9
23.176.88.114,6,80,231,8
95.197.206.39,6,80,813,8
135.120.189.220,6,80,777,8
116.58.55.229,17,53,409,9
154.233.206.200,17,47330,712,5
95.254.105.24,6,2683,1238,5
24.42.48.87,6,80,840,8
144.19.243.148,17,34981,330,5
179.145.228.188,6,60584,1095,5
251.36.229.49,6,18607,647,5
175.133.135.150,6,80,1300,8
184.154.151.41,17,53,1297,9
150.244.21.155,6,443,179,8
198.66.123.129,17,53,483,9
140.86.150.128,17,51035,1213,5
166.132.140.136,17,64314,407,5
227.173.100.36,6,80,1235,8
127.227.170.110,17,15240,749,5
76.203.83.76,17,53,189,9
98.189.179.54,6,29402,296,5
189.115.248.69,17,53,159,9
146.40.185.12,17,62694,1096,5
94.93.29.129,17,27208,766,5
94.97.60.64,17,53,603,9
147.152.188.87,17,19053,1426,5
100.87.85.81,17,53,1276,9
222.141.159.61,17,53,1179,9
82.1.170.125,6,80,1463,8
46.170.105.199,6,443,986,8
40.253.79.21,6,443,1052,8
245.158.246.33,6,10536,1350,5
30.23.28.5,17,53,1446,9
201.182.236.135,17,53,476,9
166.60.0.162,6,7758,662,5
150.237.225.126,6,443,122,8
142.69.114.12,17,53,766,9
167.87.155.13,6,443,972,8
12.136.141.165,17,44045,1430,5
223.82.207.10,17,53,325,9
254.162.71.125,17,29923,1249,5
6.44.240.91,17,53,1344,9
134.29.47.2,17,53,474,9
12.188.148.109,6,32512,1189,5
150.179.12.170,6,16944,909,5
245.119.16.66,17,46914,292,5
85.250.94.27,6,53348,1425,5
102.183.39.149,17,38323,1070,5
111.27.140.187,6,443,460,8
246.209.233.1,6,80,295,8
115.24.221.61,6,443,668,8
162.191.217.208,6,40602,1027,5
92.173.37.23,6,80,645,8
42.208.38.126,6,80,971,8
9.115.131.78,6,49375,444,5
52.100.23.134,6,80,1424,8
102.185.131.116,6,21950,680,5
44.185.170.147,6,443,101,8
11.125.128.249,17,53,1433,9
126.249.36.65,6,80,780,8
27.24.95.118,17,35507,1269,5
134.98.140.58,6,80,1210,8
163.147.6.124,17,53,588,9
48.107.67.168,6,80,189,8
138.149.64.66,17,53,1051,9
141.14.31.35,6,443,630,8
187.23.53.53,6,80,1208,8
127.35.163.47,17,53,367,9
130.116.159.97,17,53,545,9
72.59.45.78,6,80,909,8
61.31.63.168,6,443,961,8
140.209.33.232,17,45280,538,5
60.53.215.186,17,53,1127,9
31.203.74.220,6,443,1357,8
89.197.95.204,17,43223,864,5
197.228.184.227,17,53,382,9
215.164.120.225,17,53,1208,9
156.148.12.137,6,30063,557,5
65.17.118.70,17,56974,790,5
31.130.189.251,17,53,1116,9
125.171.201.84,17,17966,167,5
147.203.241.96,17,41115,1265,5
145.143.151.146,6,8825,804,5
147.64.11.194,17,53,122,9
53.248.57.166,6,443,1342,8
9.158.76.194,17,53,659,9
160.138.132.97,6,50122,121,5
142.27.227.144,17,53,296,9
142.139.48.218,6,39128,831,5
10.35.150.242,6,443,147,8
164.50.103.100,17,26586,225,5
135.198.73.222,6,8025,1476,5
200.109.236.149,17,53,645,9
95.184.162.119,6,443,1497,8
60.68.153.74,6,1453,683,5
215.213.147.108,17,53,1137,9
45.141.55.1,17,63841,321,5
176.134.21.53,6,80,1377,8
13.162.169.186,17,28907,750,5
125.175.136.197,6,80,744,8
31.183.66.205,17,53,946,9
40.91.84.191,17,1210,979,5
50.108.124.118,17,10492,723,5
190.250.107.94,17,53,673,9
31.73.215.193,6,9722,638,5
